marca,modelo,transmision,combustible,propulsion,cilindrada,carroceria,co2,ciudad,carretera,mixto
Honda,"HR-V EX-L 1,8 Lts. Station Wagon 5P. T/A CVT 4x2 Otto ",A,Gasolina,Combustión,1.8,Station Wagon,164,11.1,17.6,14.5
Honda,HR-V EXS 1.8 Aut. 4x2,A,Gasolina,Combustión,1.8,Station Wagon,151,12.2,18.2,15.4
Honda,HR-V LXS 1.8 Aut. 4x2,A,Gasolina,Combustión,1.8,Station Wagon,151,12.2,18.2,15.4
Honda,"Pilot Touring 3,5 Lts. Station Wagon 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,3.5,Station Wagon,242,6.9,12.5,9.6
Honda,"Pilot EXL 3,5 Lts. Station Wagon 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,3.5,Station Wagon,242,6.9,12.5,9.6
Honda,"Pilot EX 3,5 Lts. Station Wagon 5P. T/A 4x2 Otto ",A,Gasolina,Combustión,3.5,Station Wagon,242,6.9,12.5,9.6
Honda,"Pilot Elite 3,5 Lts. Station Wagon 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,3.5,Station Wagon,242,6.9,12.5,9.6
Volvo,"S60 D2 Sedán 2,0 Lts. 5P. T/A Diésel ",A,Diésel,Combustión,2.0,Sedán,136,14.9,23.6,19.5
Toyota,"Hilux 2,8 Lts. Pick Up 4P. T/M 4x4 Diésel ",M,Diésel,Combustión,2.8,Camioneta,207,10.5,14.6,12.8
BMW,"218d Active Tourer 2,0 Lts. Station Wagon 5P. T/A  Diésel ",A,Diésel,Combustión,2.0,Station Wagon,121,18.0,24.3,21.7
BMW,"520d 2,0 Lts. Sedán 4P. T/A Diésel ",A,Diésel,Combustión,2.0,Sedán,123,17.8,24.5,21.5
Toyota,"Hiace 3,0 Lts. Minibús 10 Asientos 4P. T/M Diésel ",M,Diésel,Combustión,3.0,Minibus,224,9.9,13.2,11.8
Toyota,"Hiace 3,0 Lts. Furgón 5P. T/M Diésel ",M,Diésel,Combustión,3.0,Furgón,224,9.9,13.2,11.8
Toyota,"Hilux 2,4 Lts. Pick Up. 4P. T/M 4x2 Diésel ",M,Diésel,Combustión,2.4,Camioneta,202,10.9,14.8,13.1
Toyota,"Hilux 2,4 Lts. Pick Up. 4P. T/M 4x4 Diésel ",M,Diésel,Combustión,2.4,Camioneta,202,10.9,14.8,13.1
Toyota,"Hilux 2,4 Lts. Pick Up. 2P. T/M 4x4 Diésel ",M,Diésel,Combustión,2.4,Camioneta,202,10.9,14.8,13.1
Hyundai,"Azera HG 2,4 Lts. Sedán 4P. T/A Otto ",A,Gasolina,Combustión,2.4,Sedán,205,8.2,15.4,11.6
Volvo,"S60 T4 2,0 Lts. Sedán 4P. T/A Otto ",A,Gasolina,Combustión,2.0,Sedán,175,9.9,17.5,13.7
Volvo,"V60 T4 2,0 Lts. Station Wagon 5P. T/A Otto ",A,Gasolina,Combustión,2.0,Station Wagon,175,9.9,17.5,13.7
Audi,"Q3 T 2,0 Lts. Station Wagon 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,2.0,Station Wagon,154,12.3,16.9,14.9
Volvo,"XC60 D5 2,4 Lts. Station Wagon 5P. T/A 4x4 Diésel ",A,Diésel,Combustión,2.4,Station Wagon,149,14.8,19.4,17.4
Toyota,"Hilux 2,7 Lts. Pick Up 4P. T/M 4x2 Otto",M,Gasolina,Combustión,2.7,Camioneta,265,7.0,10.8,9.0
Fiat,"500X 110 CV 1,6 Lts. Hatchback 5P. T/M Otto ",M,Gasolina,Combustión,1.6,Hatchback,140,12.7,20.0,16.4
Hyundai,"Tucson TL 2,0 Lts. CRDI Station Wagon 5P. T/M Diésel ",M,Diésel,Combustión,2.0,Station Wagon,147,13.9,21.4,17.9
Volvo,"XC60 T5 AWD 2,5 Lts. Station Wagon 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,2.5,Station Wagon,200,8.8,14.2,11.6
Toyota,"Hilux 2,8 Lts. Pick Up 4P. T/A 4x4 Diésel ",A,Diésel,Combustión,2.8,Camioneta,226,9.1,14.1,11.7
Hyundai,"Tucson TL 2,0 Lts. CRDI Station Wagon 5P. T/A 4WD Diésel",A,Diésel,Combustión,2.0,Station Wagon,169,12.2,18.5,15.6
Hyundai,"Tucson TL 2,0 Lts. CRDI Station Wagon 5P. T/A 2WD Diésel ",A,Diésel,Combustión,2.0,Station Wagon,159,12.7,19.6,16.4
Honda,"HR-V LX 1,8 Lts. Station Wagon 5P. T/M Otto ",M,Gasolina,Combustión,1.8,Station Wagon,171,10.6,17.2,13.9
Nissan,NP300 (D23) DC 2.5 MT 4x2,M,Gasolina,Combustión,2.5,Camioneta,231,7.9,12.5,10.3
Nissan,NP300 NAVARA (D23) DC 2.5 MT 4x2,M,Gasolina,Combustión,2.5,Camioneta,231,7.9,12.5,10.3
Audi,"S8 4,0 Lts. Sedán 4P. T/A Otto",A,Gasolina,Combustión,4.0,Sedán,223,7.5,13.3,10.3
M. Benz,"S500 4,7 Lts. Coupé 2P. T/A Otto ",A,Gasolina,Combustión,4.7,Coupé,260,5.9,13.3,9.1
Ford,"F 150 Platinum 3,5 Lts. Ecoboost Pick Up 4P. T/A Otto ",A,Gasolina,Combustión,3.5,Camioneta,312,5.8,9.4,7.6
Ford,"F 150 Platinum 3,5 Lts. Ecoboost Pick Up 4P. T/A",A,Gasolina,Combustión,3.5,Camioneta,304,5.9,9.6,7.8
Opel,"Mokka 1,4 Lts. Station Wagon 5P. T/A Otto ",A,Gasolina,Combustión,1.4,Station Wagon,163,11.0,17.2,14.3
Bentley,"Continental GT V8 S 4,0 Lts. Coupé 2P. T/A Motor Otto",A,Gasolina,Combustión,4.0,Coupé,246,6.5,13.0,9.4
Bentley,"Continental GT V8 4,0 Lts. Convertible 2P. T/A Motor Otto",A,Gasolina,Combustión,4.0,Cabriolet,254,6.3,12.5,9.2
Jaguar,"Jaguar XE 2,0 Lts. Sedán 4P. T/A Motor Otto ",A,Gasolina,Combustión,2.0,Sedán,179,9.8,16.7,13.3
Jac,iEV2 Sedán 4P. T/A Motor Eléctrico ,A,N/A,Vehículo eléctrico,0.0,Sedán,-,-,-,-
Volvo,"V40CC T4 2,0 Lts. Hatchback 5P. T/A Otto ",A,Gasolina,Combustión,2.0,Hatchback,165,10.3,18.7,14.4
Volvo,"V40 T4 2,0 Lts Hatchback 5P. T/A Otto ",A,Gasolina,Combustión,2.0,Hatchback,165,10.3,18.7,14.4
Volkswagen,"Polo 1,6 Lts. Sedán 4P. T/A Otto ",A,Gasolina,Combustión,1.6,Sedán,168,10.2,18.4,14.2
Volkswagen,"Polo 1,6 Lts. Hatchback 5P. T/A Otto ",A,Gasolina,Combustión,1.6,Hatchback,168,10.2,18.4,14.2
Porsche,"Cayman GT4 3,8 Lts. Coupé 3P. T/M Motor Otto",M,Gasolina,Combustión,3.8,Coupé,247,6.8,12.8,9.7
Porsche,"Boxter Spyder 3,8 Lts. Cabriolet 2P. T/M Motor Otto ",M,Gasolina,Combustión,3.8,Cabriolet,247,6.8,12.8,9.7
Audi,"Q3 2,0 Lts. Station Wagon 5P. T/A Diésel ",A,Diésel,Combustión,2.0,Station Wagon,149,13.5,21.3,17.5
Renault,"Captur 0,9 Lts. Hatchback 5P. T/M Otto ",M,Gasolina,Combustión,0.9,Hatchback,148,11.9,20.1,16.0
Hyundai,"i20 IB 1,4 Lts. Active Hatchback 5P. T/M Otto",M,Gasolina,Combustión,1.4,Hatchback,159,12.1,17.4,15.0
M. Benz,"GLE 250d 4 Matic 2,1 Lts. Station Wagon 5P. T/A 4x4 Diésel ",A,Diésel,Combustión,2.1,Station Wagon,155,15.2,18.2,16.9
Volvo,"XC70 D5 2,4 Lts. Station Wagon 5P. T/A 4x4 Diésel ",A,Diésel,Combustión,2.4,Station Wagon,152,14.8,19.2,17.3
Land Rover,"Range Rover Evoque 2,0T Lts. Tipo Jeep 3P. T/A 4x4 Otto ",A,Gasolina,Combustión,2.0,Jeep,181,9.7,15.6,12.8
Mazda,"Mazda MX-5 2,0 Lts. Cabriolet 2P. T/A Otto ",A,Gasolina,Combustión,2.0,Cabriolet,178,9.6,17.3,13.4
BMW,"X3 sDrive20i 2,0 Lts. Station Wagon 5P. T/A Otto ",A,Gasolina,Combustión,2.0,Station Wagon,180,10.3,15.6,13.2
Volvo,"V40CC T5 2,0 Lts. Hatchback 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,2.0,Hatchback,149,11.8,19.2,15.6
Brilliance,"Brilliance V3 1,5 Lts. Station Wagon 5P. T/M Otto ",M,Gasolina,Combustión,1.5,Station Wagon,177,10.8,15.7,13.4
Ford,"F 150 XLT 3,5 Lts. TIVCT Pick Up 4P. T/A 4x2 Otto  ",A,Gasolina,Combustión,3.5,Camioneta,269,6.6,11.0,8.8
Ford,"F 150 XLT 3,5 Lts. TIVCT Pick Up 2P. T/A 4x4 Otto",A,Gasolina,Combustión,3.5,Camioneta,269,6.6,11.0,8.8
Ford,"F 150 XLT 3,5 Lts. TIVCT Pick Up 2P. T/A 4x2 Otto",A,Gasolina,Combustión,3.5,Camioneta,269,6.6,11.0,8.8
Ssangyong,"Tivoli 1,6 Lts. Station Wagon 4P. T/A 4x4 Otto",A,Gasolina,Combustión,1.6,Station Wagon,183,9.5,15.9,12.7
Ssangyong,"Tivoli 1,6 Lts. Station Wagon 4P. T/A 4x2 Otto ",A,Gasolina,Combustión,1.6,Station Wagon,183,9.5,15.9,12.7
Ssangyong,"XLV 1,6 Lts. Station Wagon 5P. 4x2 T/A",A,Gasolina,Combustión,1.6,Station Wagon,183,9.5,15.9,12.7
Ssangyong,"XLV 1,6 Lts. Station Wagon 5P. 4x4 T/A",A,Gasolina,Combustión,1.6,Station Wagon,183,9.5,15.9,12.7
Ssangyong,Tivoli Limited 1.6 6AT 2WD 6AB,A,Gasolina,Combustión,1.6,Station Wagon,183,9.5,15.9,12.7
Fiat,"500X Cross TCT Turbo 1,4 Lts. Hatchback 5P. T/A Otto",A,Gasolina,Combustión,1.4,Hatchback,174,9.9,17.3,13.6
Fiat,500X Cross 1.4T DDCT 140cv,A,Gasolina,Combustión,1.4,Hatchback,174,9.9,17.3,13.6
Fiat,500X MCA Cross DCT,A,Gasolina,Combustión,1.4,Hatchback,174,9.9,17.3,13.6
Volkswagen,"Multivan 2,0 Minibús 7 asientos 4P. T/A 4x4 Diésel ",A,Diésel,Combustión,2.0,Minibus,219,10.3,13.3,12.0
Volkswagen,"California 2,0 Lts. Station Wagon 4 Asientos 4P. T/A 4x4 Diésel",A,Diésel,Combustión,2.0,Station Wagon,219,10.3,13.3,12.0
Volkswagen,"Caravelle 2,0 Lts. Station Wagon 9 Asientos 4P. T/A 4x4 Diésel",A,Diésel,Combustión,2.0,Station Wagon,219,10.3,13.3,12.0
Ssangyong,"Tivoli 1,6 Lts. Station Wagon 4P. T/M 4x2 Diésel ",M,Diésel,Combustión,1.6,Station Wagon,135,15.9,22.3,19.4
Ssangyong,"Tivoli 1,6 Lts. Station Wagon 4P. T/M 4x4 Diésel",M,Diésel,Combustión,1.6,Station Wagon,135,15.9,22.3,19.4
Ssangyong,"XLV 1,6 Lts. Station Wagon 5P. 4x2 T/M",M,Diésel,Combustión,1.6,Station Wagon,135,15.9,22.3,19.4
Ssangyong,"XLV 1,6 Lts. Station Wagon 5P. 4x4 T/M",M,Diésel,Combustión,1.6,Station Wagon,135,15.9,22.3,19.4
Volvo,"S60 T6 2,0 Lts. Sedán 4P. T/A Otto ",A,Gasolina,Combustión,2.0,Sedán,191,8.6,16.9,12.5
Volvo,"V40 T4 2,0 Lts. Hatchback 5P. T/M 4x2 Otto ",M,Gasolina,Combustión,2.0,Hatchback,182,9.1,17.6,13.1
Volvo,"V40CC T4 2,0 Lts. Hatchback 5P. T/M 4x2 Otto ",M,Gasolina,Combustión,2.0,Hatchback,182,9.1,17.6,13.1
Alfa Romeo,"Mito SE 1,4 Lts. 78 CV Hatchback 3P. T/M Otto",M,Gasolina,Combustión,1.4,Hatchback,141,13.2,19.8,16.8
Volvo,"V60 CC T5 2,5 Lts. Station Wagon 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,2.5,Station Wagon,197,8.9,14.7,11.9
Lexus,"IS200T 2,0 Lts. Sedán 4P. 4x2 T/A Otto ",A,Gasolina,Combustión,2.0,Sedán,194,8.6,16.1,12.2
Lexus,"IS300 2,0 Lts. Sedán 4P. 4x2 T/A Otto",A,Gasolina,Combustión,2.0,Sedán,194,8.6,16.1,12.2
Ford,"Explorer XLT 3,5 Lts. Station Wagon 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,3.5,Station Wagon,269,6.2,11.1,8.6
Ford,"Explorer Limited 3,5 Lts. Station Wagon 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,3.5,Station Wagon,269,6.2,11.1,8.6
Ford,"Explorer XLT 3,5 Lts. Station Wagon 5P. T/A 4x2 Otto",A,Gasolina,Combustión,3.5,Station Wagon,269,6.2,11.1,8.6
Ford,"Explorer Limited 3,5 Lts. Station Wagon 4 Asientos 5P. T/A 4x4 Otto",A,Gasolina,Combustión,3.5,Station Wagon,269,6.2,11.1,8.6
Ford,"Explorer Ecoboost Limited 2,3 Lts. Station Wagon 5P. T/A 4x2 Otto ",A,Gasolina,Combustión,2.3,Station Wagon,261,6.9,11.3,9.1
Ford,"Explorer Ecoboost 2,3 Lts. Station Wagon 5P. T/A 4x2 Otto ",A,Gasolina,Combustión,2.3,Station Wagon,261,6.9,11.3,9.1
Ford,"Explorer Limited 2,3 Lts. Station Wagon 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,2.3,Station Wagon,247,7.0,11.7,9.4
Skoda,"Rapid 1,4 Lts. Hatchback 5P. T/A Otto ",A,Gasolina,Combustión,1.4,Hatchback,127,14.9,21.7,18.6
Skoda,"Rapid 1,4 Lts. Sedán 4P. T/A Otto ",A,Gasolina,Combustión,1.4,Sedán,127,14.9,21.7,18.6
Volkswagen,"Golf R 2,0 Lts. Hatchback 3P. T/A Otto ",A,Gasolina,Combustión,2.0,Hatchback,162,11.6,16.7,14.3
Hyundai,"i20 IB 1,4 Lts. Hatchback 5P. T/A Otto ",A,Gasolina,Combustión,1.4,Hatchback,171,10.9,16.5,13.9
Volkswagen,"Golf 1,4 Lts. Hatchback 5P. T/M Otto ",M,Gasolina,Combustión,1.4,Hatchback,142,12.9,20.3,16.7
Infiniti,"QX80 4X4 5,6 AUT ",A,Gasolina,Combustión,5.6,Station Wagon,323,5.0,9.5,7.2
Hyundai,"i20 IB 1,2 Lts. Hatchback 5P. T/M Otto",M,Gasolina,Combustión,1.2,Hatchback,153,12.3,18.2,15.5
Brilliance,"V3S Turbo 1,5 Lts. Station Wagon 5P. T/M Otto ",M,Gasolina,Combustión,1.5,Station Wagon,176,11.1,15.5,13.5
Hyundai,"Creta GS 1,6 Lts. Station Wagon 5P. T/M Otto ",M,Gasolina,Combustión,1.6,Station Wagon,163,11.4,17.5,14.6
Hyundai,"Creta GS PE 1,6 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.6,Station Wagon,176,10.7,15.8,13.5
Jaguar,"XE 3,0 S/C 3,0 Lts. Sedán 4P. T/A Otto ",A,Gasolina,Combustión,3.0,Sedán,194,8.6,16.4,12.3
BMW,"318i 1,5 Lts. Sedán 4P. T/A Otto ",A,Gasolina,Combustión,1.5,Sedán,116,16.1,23.2,20.0
M. Benz,"SLK 200 2,0 Lts. Cabriolet 2P. T/A Otto ",A,Gasolina,Combustión,2.0,Cabriolet,152,11.5,18.9,15.2
M. Benz,"SLC 200 2,0 Lts. Cabriolet 2P. T/A Otto",A,Gasolina,Combustión,2.0,Cabriolet,152,11.5,18.9,15.2
Toyota,"Land Cruiser Prado 4,0 Lts. Station Wagon 5P. T/A 4x4 Otto",A,Gasolina,Combustión,4.0,Station Wagon,268,6.5,10.9,8.7
M. Benz,"GLE 63 AMG 4 Matic 5,5 Lts. Station Wagon 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,5.5,Station Wagon,276,6.4,10.4,8.5
M. Benz,"GLE 63 S AMG Coupé 4 Matic 5,5 Lts. Station Wagon 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,5.5,Station Wagon,278,6.3,10.3,8.4
M. Benz,"GLE 63 AMG S 4Matic 5,5 Lts. Station Wagon 5P. T/A 4x4 Otto",A,Gasolina,Combustión,5.5,Station Wagon,276,6.4,10.4,8.5
M. Benz,"Vito 111 CDI 1,6 Lts. Furgón 4P. T/M Diésel ",M,Diésel,Combustión,1.6,Furgón,175,12.1,17.7,15.1
M. Benz,"Vito 111 CDI Tourer 1,6 Lts. Minibus 11 asientos 3P. T/M Diésel ",M,Diésel,Combustión,1.6,Minibus,175,12.1,17.7,15.1
M. Benz,"Vito 111 CDI Tourer 1,6 Lts. 8 Asientos Station Wagon 4P. T/M",M,Diésel,Combustión,1.6,Station Wagon,175,12.1,17.7,15.1
M. Benz,"Vito 111 CDI Tourer 1,6 Lts. 8 Asientos Minibus 4P. T/M",M,Diésel,Combustión,1.6,Minibus,175,12.1,17.7,15.1
M. Benz,"Vito 111 CDI 1,6 Lts. 6m3 Furgón 4P. 3 Pasajeros T/M Diésel",M,Diésel,Combustión,1.6,Furgón,175,12.1,17.7,15.1
M. Benz,"GLE 500 4 Matic 4,7 Lts. Station Wagon 4P. T/A 4x4 Otto ",A,Gasolina,Combustión,4.7,Station Wagon,269,6.6,10.5,8.7
Toyota,"Land Cruiser Prado 2,7 Lts. Station Wagon 3P. T/A 4x4 Otto",A,Gasolina,Combustión,2.7,Station Wagon,258,7.2,10.6,9.0
BMW,"X5 sDrive 25d 2,0 Lts. Station Wagon 5P. T/A Diésel",A,Diésel,Combustión,2.0,Station Wagon,164,14.2,17.6,16.2
Audi,"S7 4,0 Lts. Sedán 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,4.0,Sedán,215,7.6,14.3,10.8
Audi,"Q7 3,0 Lts. Station Wagon 5P. T/A 4x4 Diésel ",A,Diésel,Combustión,3.0,Station Wagon,168,13.5,17.2,15.6
Suzuki,"Ertiga 1,4 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.4,Station Wagon,149,13.1,18.3,16.0
Fiat,"500X Cross AWD AT9 Turbo 170 CV 1,4 Lts. Hatchback 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,1.4,Hatchback,158,11.6,17.2,14.7
Fiat,"500X Cross MT 1,4 Lts. Hatchback 5P. T/M Otto ",M,Gasolina,Combustión,1.4,Hatchback,170,10.4,17.4,14.0
Fiat,"500X Pop 1,4 Lts. Hatchback 4P. T/M Otto",M,Gasolina,Combustión,1.4,Hatchback,170,10.4,17.4,14.0
Fiat,"500X City Cross 1,4T MT 140cv",M,Gasolina,Combustión,1.4,Hatchback,170,10.4,17.4,14.0
Skoda,"Yeti 1,2 Lts. Station Wagon 5P. T/M Otto ",M,Gasolina,Combustión,1.2,Station Wagon,137,14.2,19.9,17.3
Mazda,"Mazda 3 2,5 Lts. Sedán 4P. T/A Otto ",A,Gasolina,Combustión,2.5,Sedán,170,10.0,18.4,14.0
Mazda,"Mazda 3 2,5 Lts. Hatchback 5P. T/A Otto ",A,Gasolina,Combustión,2.5,Hatchback,170,10.0,18.4,14.0
BMW,"X1 sDrive20i 2,0 Lts. Station Wagon 4P. T/A Otto",A,Gasolina,Combustión,2.0,Station Wagon,138,13.9,19.2,16.7
BMW,"X1 xDrive20i 2,0 Lts. Station Wagon 4P. T/A Otto ",A,Gasolina,Combustión,2.0,Station Wagon,148,13.0,17.9,15.6
Mazda,"Mazda3 2,5 Lts. Hatchback 5P. T/M Otto ",M,Gasolina,Combustión,2.5,Hatchback,171,10.4,17.5,14.0
Mazda,"MX5 2,0 Lts. Cabriolet 2P. T/M Otto ",M,Gasolina,Combustión,2.0,Cabriolet,163,11.1,18.0,14.6
Skoda,"Octavia 1,4 Lts. Sedán 5P. T/M Otto ",M,Gasolina,Combustión,1.4,Sedán,136,13.5,20.9,17.4
Skoda,"Octavia 1,4 Lts. Station Wagon 5P. T/M Otto",M,Gasolina,Combustión,1.4,Station Wagon,136,13.5,20.9,17.4
Audi,"A5 2,0 Lts. Coupé 2P. T/A Otto",A,Gasolina,Combustión,2.0,Coupé,159,11.5,16.9,14.5
Audi,"A5 2,0 Lts. Hatchback 5P. T/A Otto ",A,Gasolina,Combustión,2.0,Hatchback,153,12.0,18.2,15.2
Audi,"A5 2,0 Lts. Cabriolet 2P. T/A Otto",A,Gasolina,Combustión,2.0,Cabriolet,160,11.6,18.2,15.2
MG,"MG GS Turbo 1,5 Lts. Station Wagon 5P. T/M 4x2 Otto ",M,Gasolina,Combustión,1.5,Station Wagon,178,10.6,15.8,13.3
Audi,"A5 1,8 Lts. Coupé 2P. T/A Otto",A,Gasolina,Combustión,1.8,Coupé,132,13.9,20.4,17.5
Audi,"A5 1,8 Lts. Hatchback 5P. T/A Otto",A,Gasolina,Combustión,1.8,Hatchback,136,13.9,19.2,16.9
Audi,"A5 1,8 Lts. Cabriolet 2P. T/A Otto ",A,Gasolina,Combustión,1.8,Cabriolet,139,13.7,19.2,16.7
MG,"MG GS Turbo 1,5 Lts. Station Wagon 5P. T/A DCT 4x4 Otto ",A,Gasolina,Combustión,1.5,Station Wagon,185,10.0,15.4,12.8
MG,"MG SG Turbo 1,5 Lts. Station Wagon 5P. T/A DCT 4x2 Otto",A,Gasolina,Combustión,1.5,Station Wagon,185,10.0,15.4,12.8
M. Benz,"GLC 220d 4Matic 2,1 Lts. Station Wagon 4P. T/A Diésel",A,Diésel,Combustión,2.1,Station Wagon,146,15.6,19.2,17.9
M. Benz,"GLC 220d 4Matic Coupé 2,1 Lts. Station Wagon 4P. 4x4 T/A Diésel",A,Diésel,Combustión,2.1,Station Wagon,146,15.6,19.2,17.9
JMC,"N351 2,0 Lts. Station Wagon 5P. T/M 4x4 Otto ",M,Gasolina,Combustión,2.0,Station Wagon,241,7.4,12.3,9.9
JMC,"N351 2,0 Lts. Station Wagon 5P. T/M 4x2 Otto ",M,Gasolina,Combustión,2.0,Station Wagon,241,7.4,12.3,9.9
JMC,"N351 2,0 Lts. Station Wagon 5P. T/M 4x2 Otto 7 pasajeros",M,Gasolina,Combustión,2.0,Station Wagon,241,7.4,12.3,9.9
JMC,"N351 2,0 Lts. Station Wagon 5P. T/M 4x4 Otto ",M,Gasolina,Combustión,2.0,Station Wagon,241,7.4,12.3,9.9
Skoda,"Yeti 1,2 Lts. Station Wagon 5P. T/A Otto ",A,Gasolina,Combustión,1.2,Station Wagon,141,14.3,18.9,16.9
Volkswagen,"Golf 1,4 Lts. Hatchback 5P. T/A Otto ",A,Gasolina,Combustión,1.4,Hatchback,136,14.4,20.1,17.6
MG,"MG GS Turbo 2,0 Lts. Station Wagon 5P. T/A DCT 4x4 Otto",A,Gasolina,Combustión,2.0,Station Wagon,209,8.9,13.7,11.4
Volkswagen,"Polo 1,6 Lts. Sedán 4P. T/M Otto ",M,Gasolina,Combustión,1.6,Sedán,165,10.4,18.7,14.4
Volkswagen,"Polo 1,6 Lts. Hatchback 5P. T/M Otto  ",M,Gasolina,Combustión,1.6,Hatchback,165,10.4,18.7,14.4
BMW,"X5 sDrive 25d 2,0 Lts. Station Wagon 5P. T/A 4x2 Diésel ",A,Diésel,Combustión,2.0,Station Wagon,171,12.9,17.5,15.5
Skoda,"Octavia 1,6 Lts. Sedán 5P. T/A Diésel ",A,Diésel,Combustión,1.6,Sedán,117,19.7,24.5,22.5
Skoda,"Octavia 1,6 Lts. Station Wagon 5P. T/A Diésel ",A,Diésel,Combustión,1.6,Station Wagon,117,19.7,24.5,22.5
Bentley,"Flying Spur 4,0 Lts. Sedán 4P. T/A Otto ",A,Gasolina,Combustión,4.0,Sedán,254,6.3,12.5,9.2
Ssangyong,"Tivoli 1,6 Lts. Station Wagon 5P. T/A 4x2 Diésel",A,Diésel,Combustión,1.6,Station Wagon,158,12.5,20.7,16.7
Ssangyong,"Tivoli 1,6 Lts. Station Wagon 5P. T/A 4x4 Diésel",A,Diésel,Combustión,1.6,Station Wagon,158,12.5,20.7,16.7
Ssangyong,"XLV 1,6 Lts. Station Wagon 5P. 4x2 T/A",A,Diésel,Combustión,1.6,Station Wagon,158,12.5,20.7,16.7
Ssangyong,"XLV 1,6 Lts. Station Wagon 5P. 4x4 T/A",A,Diésel,Combustión,1.6,Station Wagon,158,12.5,20.7,16.7
Ssangyong,Tivoli Diesel 6AT 2WD,A,Diésel,Combustión,1.6,Station Wagon,158,12.5,20.7,16.7
Porsche,"911 GT3 RS 4,0 Lts. Coupé 2P. T/A Motor Otto",A,Gasolina,Combustión,4.0,Coupé,297,5.2,11.2,7.9
Audi,"S1 2,0 Lts. Hatchback 3P. T/M Motor Otto",M,Gasolina,Combustión,2.0,Hatchback,166,10.9,16.9,14.1
Audi,"S1 2,0 Lts. Hatchback 5P. T/M Motor Otto ",M,Gasolina,Combustión,2.0,Hatchback,168,10.8,16.7,13.9
BMW,"320i 2,0 Lts. Sedán 4P. T/A Otto",A,Gasolina,Combustión,2.0,Sedán,156,11.7,18.3,15.2
Audi,"RS6 4,0 Lts. Station Wagon 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,4.0,Station Wagon,223,7.5,13.5,10.4
Audi,"RS7 4,0 Lts. Sedán 5P. T/A 4x4 Otto ",A,Gasolina,Combustión,4.0,Sedán,221,7.5,13.7,10.5
DFLM,"M3 (LZ6470MQ16M) 1,6 Lts. Minibus 7 Asientos 4P. T/M Otto ",M,Gasolina,Combustión,1.6,Minibus,210,9.0,13.3,11.3
DFLM,"M3 (LZ6470MQ16M) Cargo 1,6 Lts. Furgón 4P. T/M Otto ",M,Gasolina,Combustión,1.6,Furgón,210,9.0,13.3,11.3
Hyundai,"Creta GS 1,6 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,1.6,Station Wagon,175,10.8,15.9,13.5
Hyundai,"Creta GS PE 1,6 Lts. Station Wagon 5P. T/A Otto",A,Gasolina,Combustión,1.6,Station Wagon,179,10.5,15.8,13.3
Mini,"F56 John Cooper Works 2,0 Lts. Hatchback 3P. T/M Otto ",M,Gasolina,Combustión,2.0,Hatchback,171,10.4,17.4,13.9
BMW,"320d 2,0 Lts. Sedán 4P. T/A Diésel ",A,Diésel,Combustión,2.0,Sedán,106,20.8,27.8,25.0
Gac Gonow,"Starry (GA6441SE4) 1,5 Lts. Minivan 7 asientos 4P. T/M Otto ",M,Gasolina,Combustión,1.5,Minivan,181,10.4,15.5,13.1
Gac Gonow,"Starry Cargo (GA6441SE4) 1,5 Lts. Furgón 4P. T/M Otto ",M,Gasolina,Combustión,1.5,Furgón,181,10.4,15.5,13.1
Changan,"MS 201 1,2 Lts. Pick Up 4P. T/M Otto",M,Gasolina,Combustión,1.2,Camioneta,174,11.1,15.9,13.7
Changan,"MS 201 Cargo Box 1,2 Lts. Pick Up 4P. T/M Otto ",M,Gasolina,Combustión,1.2,Camioneta,174,11.1,15.9,13.7
Changan,"MD 201 1,2 Lts. Pick Up 2P. T/M Otto",M,Gasolina,Combustión,1.2,Camioneta,174,11.1,15.9,13.7
Changan,"MD 201 Cargo Box 1,2 Lts. Pick Up 2P. T/M Otto",M,Gasolina,Combustión,1.2,Camioneta,174,11.1,15.9,13.7
Toyota,"Rav 4 2,0 Lts. Station Wagon 5P. T/A 4x2 Otto ",A,Gasolina,Combustión,2.0,Station Wagon,174,10.9,16.1,13.7
Skoda,"Octavia 1,4 Lts. Sedán 5P. T/A Otto ",A,Gasolina,Combustión,1.4,Sedán,131,14.8,20.9,18.2
